Keuze	ID	AET_ID	num_scans	invnr	GUID	beschrijving	link	representatieve afbeelding	Thumb	visueelisueel of textueelekstextueelueel	Soort / brontype	Bron subtype	Personen	Locaties	Periodes	Onderwerpen	Full text	Extra info (informatie  uit velden)	Context	Context en beschrijving (aan elkaar geplakt)
	724900	4	10	1001.5199	609C5B9943574642E0534701000A17FD	<I>'s Gravenhaegse courant</I>, 1775-1790 5199.  Enkele exemplaren, 1775, 1776, 1784	https://hetutrechtsarchief.nl/collectie/609C5B9943574642E0534701000A17FD	https://proxy.archieven.nl/large/39/609C5C9B4C784642E0534701000A17FD											1001 Huis Amerongen  /  Inventaris / 4. Kranten, periodieken en boeken / <I>'s Gravenhaegse courant</I>, 1775-1790 / 5199. Enkele exemplaren, 1775, 1776, 1784	1001 Huis Amerongen  /  Inventaris / 4. Kranten, periodieken en boeken / <I>'s Gravenhaegse courant</I>, 1775-1790 / 5199. Enkele exemplaren, 1775, 1776, 1784<I>'s Gravenhaegse courant</I>, 1775-1790 5199.  Enkele exemplaren, 1775, 1776, 1784
Ja	724887	4	39	1001.5188	609C5B99434A4642E0534701000A17FD	<I>Gazette d'Utrecht</I>, 1735-1785 5188.  1735 maart 3, 1746 aug. 4, 1762 maart 2-juli 9	https://hetutrechtsarchief.nl/collectie/609C5B99434A4642E0534701000A17FD	https://proxy.archieven.nl/large/39/609C5C38F06B4642E0534701000A17FD		textueel	Gazette d'Utrecht		Geen specifieke personen genoemd.						1001 Huis Amerongen  /  Inventaris / 4. Kranten, periodieken en boeken / <I>Gazette d'Utrecht</I>, 1735-1785 / 5188. 1735 maart 3, 1746 aug. 4, 1762 maart 2-juli 9	1001 Huis Amerongen  /  Inventaris / 4. Kranten, periodieken en boeken / <I>Gazette d'Utrecht</I>, 1735-1785 / 5188. 1735 maart 3, 1746 aug. 4, 1762 maart 2-juli 9<I>Gazette d'Utrecht</I>, 1735-1785 5188.  1735 maart 3, 1746 aug. 4, 1762 maart 2-juli 9
	724893	4	89	1001.5194	609C5B9943504642E0534701000A17FD	<I>Gazette d'Utrecht</I>, 1735-1785 5194.  1771 juni-aug., 1772 mei 4, 1772 nov. 30, 1773 mei-juni, 1775 juli 13 - okt., 1785 okt. 4	https://hetutrechtsarchief.nl/collectie/609C5B9943504642E0534701000A17FD	https://proxy.archieven.nl/large/39/609C5C2FA1704642E0534701000A17FD											1001 Huis Amerongen  /  Inventaris / 4. Kranten, periodieken en boeken / <I>Gazette d'Utrecht</I>, 1735-1785 / 5194. 1771 juni-aug., 1772 mei 4, 1772 nov. 30, 1773 mei-juni, 1775 juli 13 - okt., 1785 okt. 4	1001 Huis Amerongen  /  Inventaris / 4. Kranten, periodieken en boeken / <I>Gazette d'Utrecht</I>, 1735-1785 / 5194. 1771 juni-aug., 1772 mei 4, 1772 nov. 30, 1773 mei-juni, 1775 juli 13 - okt., 1785 okt. 4<I>Gazette d'Utrecht</I>, 1735-1785 5194.  1771 juni-aug., 1772 mei 4, 1772 nov. 30, 1773 mei-juni, 1775 juli 13 - okt., 1785 okt. 4
ja	718844	5	37	1001.10	609C5B996A6F4642E0534701000A17FD	10.  Akten van verpanding door Filips II ten behoeve van Godard van Reede van de hoge  heerlijkheid Amerongen, het halve schoutambt, tijnzen, tol, accijns, ketelgruit en konijnewaranden,  1561. Afschriften, met stukken betreffende de aflossing van de erfpacht door de Staten van Utrecht, 1614.	https://hetutrechtsarchief.nl/collectie/609C5B996A6F4642E0534701000A17FD	https://proxy.archieven.nl/large/39/609C5C3C07FA4642E0534701000A17FD		textueel	Akten van verpanding		Filips II, Godard van Reede.						1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.1. Verwerving en vervreemding / 1.1.1.02. Huis en heerlijkheid Amerongen / 10. Akten van verpanding door Filips II ten behoeve van Godard van Reede van de hoge heerlijkheid Amerongen, het halve schoutambt, tijnzen, tol, accijns, ketelgruit en konijnewaranden, 1561. Afschriften, met stukken betreffende de aflossing van de erfpacht door de Staten van Utrecht, 1614.	1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.1. Verwerving en vervreemding / 1.1.1.02. Huis en heerlijkheid Amerongen / 10. Akten van verpanding door Filips II ten behoeve van Godard van Reede van de hoge heerlijkheid Amerongen, het halve schoutambt, tijnzen, tol, accijns, ketelgruit en konijnewaranden, 1561. Afschriften, met stukken betreffende de aflossing van de erfpacht door de Staten van Utrecht, 1614.10.  Akten van verpanding door Filips II ten behoeve van Godard van Reede van de hoge  heerlijkheid Amerongen, het halve schoutambt, tijnzen, tol, accijns, ketelgruit en konijnewaranden,  1561. Afschriften, met stukken betreffende de aflossing van de erfpacht door de Staten van Utrecht, 1614.
ja	720118	5	65	1001.1128	609C5B9941DE4642E0534701000A17FD	1128.  Aantekenboekjes over bankzaken, 1897-1912 (2)	https://hetutrechtsarchief.nl/collectie/609C5B9941DE4642E0534701000A17FD	https://proxy.archieven.nl/large/39/9854F27B5F0044D6E0534701000A5FF5		textueel	Aantekenboekjes								1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.3. Boekhouding / 1128. Aantekenboekjes over bankzaken, 1897-1912 (2)	1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.3. Boekhouding / 1128. Aantekenboekjes over bankzaken, 1897-1912 (2)1128.  Aantekenboekjes over bankzaken, 1897-1912 (2)
	720158	5	5	1001.1159	609C5B9942054642E0534701000A17FD	1159.  Akte van schuldbekentenis van 400 gulden ten laste van Geertruid van Nijenrode en haar zoons  Godard, Frederik en Gerard van Reede, ten behoeve van Johan van Renesse, onder verband van hun goederen  in de provincie Utrecht, 1595	https://hetutrechtsarchief.nl/collectie/609C5B9942054642E0534701000A17FD	https://proxy.archieven.nl/large/39/2872CC3D0901A955E0638F04000AEF62											1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1159. Akte van schuldbekentenis van 400 gulden ten laste van Geertruid van Nijenrode en haar zoons Godard, Frederik en Gerard van Reede, ten behoeve van Johan van Renesse, onder verband van hun goederen in de provincie Utrecht, 1595	1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1159. Akte van schuldbekentenis van 400 gulden ten laste van Geertruid van Nijenrode en haar zoons Godard, Frederik en Gerard van Reede, ten behoeve van Johan van Renesse, onder verband van hun goederen in de provincie Utrecht, 15951159.  Akte van schuldbekentenis van 400 gulden ten laste van Geertruid van Nijenrode en haar zoons  Godard, Frederik en Gerard van Reede, ten behoeve van Johan van Renesse, onder verband van hun goederen  in de provincie Utrecht, 1595
	720168	5	45	1001.1168	609C5B9A28014642E0534701000A17FD	1168.  Akte van hypotheek van 26000 gulden ten laste van Godard Bentinck ten gunste van K.J.F.C.  Kneppelhout op 22 ha uiterwaarden onder Eck en Wiel, 1882, met kwitanties en bewijs van doorhaling, tot 1887.	https://hetutrechtsarchief.nl/collectie/609C5B9A28014642E0534701000A17FD	https://proxy.archieven.nl/large/39/60C6DD1BF7445848E0534701000AEC20											1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1168. Akte van hypotheek van 26000 gulden ten laste van Godard Bentinck ten gunste van K.J.F.C. Kneppelhout op 22 ha uiterwaarden onder Eck en Wiel, 1882, met kwitanties en bewijs van doorhaling, tot 1887.	1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1168. Akte van hypotheek van 26000 gulden ten laste van Godard Bentinck ten gunste van K.J.F.C. Kneppelhout op 22 ha uiterwaarden onder Eck en Wiel, 1882, met kwitanties en bewijs van doorhaling, tot 1887.1168.  Akte van hypotheek van 26000 gulden ten laste van Godard Bentinck ten gunste van K.J.F.C.  Kneppelhout op 22 ha uiterwaarden onder Eck en Wiel, 1882, met kwitanties en bewijs van doorhaling, tot 1887.
ja	720171	5	72	1001.1171	609C5B996ABE4642E0534701000A17FD	1171.  Akten van hypotheek op het huis Amerongen ten laste van Godard Bentinck ten behoeve van  M.C. van Heeckeren van Wassenaer, echtgenote van Willem C.P.O. Bentinck, voor ? 100.100,-, en C.G.U.W. van  Heeckeren van Wassenaer voor ? 80.000,-, 1880, met bewijs van doorhaling, 1897	https://hetutrechtsarchief.nl/collectie/609C5B996ABE4642E0534701000A17FD	https://proxy.archieven.nl/large/39/60C6DD1BF6FB5848E0534701000AEC20		textueel	Akten van hypotheek		Godard Bentinck, M.C. van Heeckeren van Wassenaer, Willem C.P.O. Bentinck, C.G.U.W. van Heeckeren van Wassenaer.						1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1171. Akten van hypotheek op het huis Amerongen ten laste van Godard Bentinck ten behoeve van M.C. van Heeckeren van Wassenaer, echtgenote van Willem C.P.O. Bentinck, voor ? 100.100,-, en C.G.U.W. van Heeckeren van Wassenaer voor ? 80.000,-, 1880, met bewijs van doorhaling, 1897	1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1171. Akten van hypotheek op het huis Amerongen ten laste van Godard Bentinck ten behoeve van M.C. van Heeckeren van Wassenaer, echtgenote van Willem C.P.O. Bentinck, voor ? 100.100,-, en C.G.U.W. van Heeckeren van Wassenaer voor ? 80.000,-, 1880, met bewijs van doorhaling, 18971171.  Akten van hypotheek op het huis Amerongen ten laste van Godard Bentinck ten behoeve van  M.C. van Heeckeren van Wassenaer, echtgenote van Willem C.P.O. Bentinck, voor ? 100.100,-, en C.G.U.W. van  Heeckeren van Wassenaer voor ? 80.000,-, 1880, met bewijs van doorhaling, 1897
	720172	5	123	1001.1172	609C5B996ABF4642E0534701000A17FD	1172.  Stukken betreffende een hypotheek van ? 312.000,- bij de Hollandse Maatschappij voor  Levensverzekeringen op de onroerende goederen van Godard Bentinck, 1931-1945	https://hetutrechtsarchief.nl/collectie/609C5B996ABF4642E0534701000A17FD	https://proxy.archieven.nl/large/39/609C5C9B2F314642E0534701000A17FD											1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1172. Stukken betreffende een hypotheek van ? 312.000,- bij de Hollandse Maatschappij voor Levensverzekeringen op de onroerende goederen van Godard Bentinck, 1931-1945	1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1172. Stukken betreffende een hypotheek van ? 312.000,- bij de Hollandse Maatschappij voor Levensverzekeringen op de onroerende goederen van Godard Bentinck, 1931-19451172.  Stukken betreffende een hypotheek van ? 312.000,- bij de Hollandse Maatschappij voor  Levensverzekeringen op de onroerende goederen van Godard Bentinck, 1931-1945
	720173	5	15	1001.1173	609C5B996AC04642E0534701000A17FD	1173.  Vonnis van de arrondissementsrechtbank te Arnhem in het proces tussen Godard Bentinck,  eiser, en de Van Ranzow's bank aldaar, waarin de vordering van de eiser niet ontvankelijk wordt verklaard, 1938, met retroakte, 1936	https://hetutrechtsarchief.nl/collectie/609C5B996AC04642E0534701000A17FD	https://proxy.archieven.nl/large/39/609C5C9889154642E0534701000A17FD											1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1173. Vonnis van de arrondissementsrechtbank te Arnhem in het proces tussen Godard Bentinck, eiser, en de Van Ranzow's bank aldaar, waarin de vordering van de eiser niet ontvankelijk wordt verklaard, 1938, met retroakte, 1936	1001 Huis Amerongen  /  Inventaris / 1. Stukken van zakelijke aard / 1.1. Landgoed Amerongen/Zuilenstein / 1.1.3. Beheer / 1.1.3.3. Landgoed in zijn geheel / 1.1.3.3.3. Financiën / 1.1.3.3.3.6. Schulden en vorderingen / 1173. Vonnis van de arrondissementsrechtbank te Arnhem in het proces tussen Godard Bentinck, eiser, en de Van Ranzow's bank aldaar, waarin de vordering van de eiser niet ontvankelijk wordt verklaard, 1938, met retroakte, 19361173.  Vonnis van de arrondissementsrechtbank te Arnhem in het proces tussen Godard Bentinck,  eiser, en de Van Ranzow's bank aldaar, waarin de vordering van de eiser niet ontvankelijk wordt verklaard, 1938, met retroakte, 1936
